Unnamed: 0,review,hours_played,helpful,funny,recommendation,date,game_name,username,predicted
48588,2023 this is mainly a review of the multiplayer and a mention of the campaign i have not played warzone past the bare minimum man i really wanted to love this one i ve been an avid call of duty player since 2013 and have a range of opinions on all the games in the series but this has got to be the biggest letdown of them all all of the trailers and promotional material really set my expectations high and given it is a sequel to one of the best cod games modern warfare 2019 i was expecting a lot from this release then the game released i don t know where to start to begin the ui is terrible instead of the clean and concise menus of mw 2019 where all of the option can be clearly seen this game opts for a side scrolling mess i guess the developers didn t get the memo that literally no other games are doing this or chose to ignore it to become different either way it sucks this menu style isn t just for the main menu oh no this is done for the class creation menus as well and for the class selection at the start of every game its messy and constrictive the weapons and equipment range from you are actively disadvantaging yourself by using this to you d be stupid not to use it a good example of the former is the tactical camera field upgrade as the game calls it the worse piece of equipment from black ops 1 comes back as the worst piece of equipment in this game it is incredibly situational such as watching an angle while you camp another or watch as a domination flag gets captured because your teammates won t play the objective you could be using any other field upgrade like dead silence which silences your footsteps but not before alerting everyone around you that its being used the weapon progression system is bad too this game introduces the idea of weapon platforms in which similar weapons such as the ak 47 and the ak 74u can have interchangeable components meaning you can switch from assault rifle to sub machine gun without having to reconfigure the gun from scratch this would be a good idea except it doesn t take all that long to do a reconfigure and the majority of the time you will be switching gun to level it up which means none of the components will carry over in addition some guns are locked behind another gun s level progression rather than player level i could go on but i wanted to talk about his games main issue skill based matchmaking if you didn t know this is a type of matchmaking that grabs players of similar skill levels and matches them up into a lobby this means you will always be playing against those with equal skill to you that s the idea anyway in execution its much worse this type of matchmaking breeds two distinct groups smurfs meaning those who purposely throw games to be put in lobbies of worse players and sweaty try hards who seem to think their life is on the line in every match thus play like they have severe adhd if you have a good match well done your prize is having the next match filled with bot teammates and the best enemy team you ve ever seen this is bad for an avid player like myself but its downright unplayable for the more casual players the tired businessman wanting to unwind after a long day or the new players who have never played a cod game in their life and though it would be a fun game to play relating to this skill based matchmaking will ensure that your friend in a party with you who is level 30 while you re level 300 will have an awful time my next point of contention is the ricochet anti cheat software the game uses to catch cheaters it doesn t work or rather its highly inconsistent the player who just so happens to aim his gun at you despite having zero indication you were there the player with the ghost perk active before its timer runs out the player who just blatantly doesn t take damage when you shoot him and don t bother expecting activision or infinity ward to read your reports because they could not care less and that really the best way to describe this game the developers simply do not care why bother with the multiplayer when warzone battle royale is such a cash cow to add to this if it saves money on development then why bother buying the licenses for all the gun names that s right the game series that started the trend of contemporary military shooters with real gun names didn t pay the licensing rights for any of the guns in their game that may look like an mp5 or an ak but its not just trust me dude its even more of a joke because they didn t do this for mw 2019 i could actually go on all day about even more gripes i have such as the useless game modes no one plays the lacklustre co op missions the horribly boring pve raids or the actual false advertising in their content promises but this review is very very long there are positives if you can believe it the campaign is quite good if a little unmemorable the gun play is actually quite good most are fun to fire and the quick draw mechanic on pistols leads to some really cool moments a la the john wick 2 catacombs scene the graphics are awesome little details like reflections in gold guns and the detail in the maps really goes to show that at least a few people working on this game enjoyed making it its just a damn shame about the rest of it and i think we can all agree its time to let the battle royale genre die,516.5,566.0,12,Not Recommended,"April 13, 2023",Call of Duty®,"kingliam1613
152 products in account",False
48603,if you want to spend 2 days deleting and reinstalling drivers games formatting drives and reinstalling windows then spend 70 to play the beta ps cod hq is the worst decision they have made,85.5,498.0,31,Recommended,September 2,Call of Duty®,"Ketchup muncher
21 products in account",False
48605,see a guy shoot him miss every shot he turns around kills me in one shot exit cod10 10,640.4,362.0,154,Recommended,May 30,Call of Duty®,"Dex
17 products in account",True
48607,2023 december 18 update i have failed i have fallen under the pressure of my friends and joined the dark side while mw3 was 30 off december 6 update for mw3 season 1 so now warzone is disconnected from being standalone linked to mw2 and now accessible from the cod hq so no more application instance jumping for that dmz is still confused one place it says it s part of warzone the next is says it s part of mw2 but once you are in dmz the only option is to instance hop like a bunny back to cod hq bunny hopping is still very real if you want to play mw2 which is completely unaceptable there no reason we can t have access to all within cod hq for mw3 wz dmz mw2 i ll still play it but i m not buying mw3 unless they bring foward a new raid and actual improvement to ui user experience original review the recent update bring a subpar ui to something even worse you are forced into mw3 cod hq before going anywhere even if you haven t bought it and which is no longer integrated with mw2 or warzone so if you select one or the other it shut down to desktop to open a new instance of the software want to switch from mw2 to warzone for some dmz or battle royale you have to go back to mw3 cod hq which means mw2 shutdown open mw3 shut down open warzone dmz when i tried to get out of dmz it didn t even go back to warzone instead doing the shutdown reopen cycle this is unaceptable and this is a step back,709.6,197.0,4,Not Recommended,"November 9, 2023",Call of Duty®,deathguy,False
48609,2023 product received for free whatever you think about the mw19 vs mwii arguments forget it for a minute mwii is a brazen display of the lowest amount of effort with the highest emphasis on roi with p2w bundles a premium battlepass that has another premium battlepass layered on top of it purchased separately and dripfed content to artificially stretch out player engagement and retention i have taken multiple breaks from the game only to return to a functionally similar title with negligible changes to movement gunplay maps re released from the beta marketed as new content re re re re re released maps from years prior season 3 marks dome s 6th appearances in cod titles since mw3 make no mistake this is all just for their bottom line there is no care in this title and there never will be this should have been a slam dunk for infinity ward coming off of the milquetoast vanguard into what was supposed to be a two year title a welcome change has turned into a live service nightmare devoid completely of the compassion of it s brother of same name had this wasn t just another year of call of duty this was modern warfare 2 a title whose legacy is clearly far too heavy for mwii to raise,84.4,276.0,7,Not Recommended,"April 27, 2023",Call of Duty®,"SuspiciousTumbleweed
337 products in account",False
48617,2023 i would write a full review but i d rather not spend more time on this game than i already have anyways here s a list of fun facts 1 cod has fallen from grace 2 activision is a company that only cares about money and is nothing but sexual predators who make women kill themselves 3 bobby kotick looks like the word burgundy and i d rather look at my own unshaven after i ve just taken a 4 they are doing everything in their power to cover their tracks by renaming this to just call of duty for convenience purposes or whatever the hell but actually they re doing it so that way they can hide the mixed and negative reviews in later releases 5 all of the bundles are overpriced and half of them look like 6 they really tried to bring players back by doing a collab with the boys but it was actually the most boring thing ever and they couldn t even get antony starr to give them original voicelines so they used some from the show and used some z list voice actor on fiverr to do the rest 7 nicki minaj is a sex offender music sucks too 8 21 savage is a felon music sucks too 9 re releasing snoop dogg as another overpriced bundle is their way of questioning your intelligence buying it means you re stupid 10 infinity ward has been lying to you since before the game dropped they ll continue to lie to you until they pay for it 11 i ve had more fun writing this review than i have in the 362 hours i ve spent playing this game 12 i recently went back and played call of duty vanguard and had more fun playing that than i did this plus the ui didn t make me want to punch an infant 13 treyarch has been carrying this cod as they are the only team in this game that actually cares about the community it s true they are in charge of ranked play and have responded to the community more than activision has regarding their lawsuits 14 i am uninstalling this heaping pile of and if they actually make this the main hub for future cod titles including treyarch s next masterpiece they will never see my bank card again 15 this is the last fun fact just like this is the last time cod will ever reach over 80k players thanks for coming to my review i will leave comments open because unlike activision and infinity ward i like feedback,452.5,931.0,107,Not Recommended,"August 5, 2023",Call of Duty®,"Cedan
67 products in account",False
48621,2023 you re profile was signed out you re profile was signed out you re profile was signed out,598.9,801.0,88,Not Recommended,"December 2, 2023",Call of Duty®,FearsNoEvil,False
48624,2023 update requires restart,522.0,512.0,169,Not Recommended,"February 19, 2023",Call of Duty®,"^5Spliff^6Munsta
310 products in account",False
48628,2022 joined my first lobby and i experienced two people called me the n word heard the f slur 5 times gun was invisible for the first 30 seconds shaders didn t work servers timed me outgreat game feels like old times,300.6,534.0,280,Recommended,"December 2, 2022",Call of Duty®,"ebby
184 products in account",False
48631,game servers are with constant stuttering and packet loss despite have a stupid good internet connection,952.2,293.0,6,Not Recommended,January 9,Call of Duty®,Zounds_Z,False
48643,activision didn t finish the game so i m not finishing this revi,719.9,193.0,120,Not Recommended,April 17,Call of Duty®,"White Dragon
22 products in account",False
48646,2022 boots up mw2 restart required boots up mw2 the game crashes boots up mw2 shaders installing restart required again boots up mw2 25fps medium settings with a 3080i m begging just let me play,74.6,277.0,39,Not Recommended,"October 28, 2022",Call of Duty®,"⸸ YORACRAB ⸸
525 products in account",False
48653,if you think about buying any cod just remember 70 can become 1 000 000 at your local casino spend your money wisely,682.5,145.0,29,Not Recommended,April 5,Call of Duty®,"overratedplxyer
63 products in account",True
48654,2023 my game decided to close itself no crash no update no nothing it just closed itselfupdate its trashsecond update i m running 60fps with an rtx3080 and an i5 12600k i didn t know this game was so hyper realistic,199.4,395.0,37,Not Recommended,"April 29, 2023",Call of Duty®,"Crossbow Master
163 products in account",False
48657,2023 only reason i play it is because i paid 70 for it here is what i have experienced so far 1 if you re good at this game activision will make sure you are not whether the skill based damage is true or not i have gotten 3 hitmarkers with a shotgun while the person using the same shotgun with no attachments one shots me also no matter what gun you use you will always be beaten by a pistol especially a revolved get ready to stare at your monitor in disbelief or just burst a big how 2 if you bought the battle pass and earn tokens to unlock the tiers congratulations now you have the option of waiting until you quit the game and decide to play again to use them or quit the game and restart it to use them every time you earn a token it doesn t register so you have to relaunch the game 3 if enemy team talks during the match in between rounds on s d or after the match you now get to see the mic icon with their name for the rest of your playing time until you quit the game and restart 4 whoever designed the ui my god hideous you remember back in bo1 when all ten of your classes were on the left side and you can pick it right away well now you have to scroll to get to the other half scroll this is very minor but still how did older cods have better uis than this reminds me of that scene from the movie ready player one when they put up all the ads on the screen look it up 5 the players are the same no explanation you know exactly what i mean we all do they don t play any different here overall 70 for this is not worth it at all this game does have many small issues but many small issues is not better than one big issue you would ve had more fun buying playing cyberpunk 2077 on launch day if you re considering buying this game don t do it now i have fun maybe 30 of the time but i can t let 70 go to waste edit steam told me i played an additional 11 hours and asked me to revise my review here s my revision still sucksedit allowing comments but only if you re a cod mwii hater just like mefinal edit this game is i am uninstalling forever,206.6,429.0,37,Not Recommended,"January 2, 2023",Call of Duty®,⍙ Luna ⍙,False
48660,this game sucks that s it that s the review that s all you need to know,723.3,187.0,13,Not Recommended,February 22,Call of Duty®,cherrybxmb,False
48661,2022 this game reliably crashes once an hour nothing like burning an xp token for it too unacceptable for a supposedly aaa game post patch still crashing,101.6,866.0,38,Not Recommended,"November 2, 2022",Call of Duty®,"Ottovonbeardsmark
136 products in account",False
48663,1 18 24 they literally made an update to break the game,117.3,394.0,23,Not Recommended,January 18,Call of Duty®,Beanzebub,False
48664,2023 product received for free update requires restart,259.7,481.0,192,Recommended,"March 11, 2023",Call of Duty®,"Keyzee
697 products in account",True
48666,2022 honestly i dont see the point in rasing the price for the base game to 70 the menus are the worst ive seen in a long time i mean most games have bugs and glitches in game and none on the menus but man these people have discovered a new way of gaming one where its placed within a mirror where the menus are the buggy mess that it is also hackers exist since day one but im sure oh nevermind game play is ok and campaign is 10 10 little short but great d,332.7,288.0,16,Not Recommended,"November 4, 2022",Call of Duty®,"All Might
275 products in account",False
48667,2023 dopamine slot machine they know what they need to do to fix this franchise but they refuse to do so because cod isn t about player enjoyment anymore it s about metrics driven player engagement even if that means alienating their core fan base and fracturing the community with eomm algorithms that are wound so tight you just yo yo between skill bands iw is a terrible developer won t be buying anymore of their titles from here forward,223.1,200.0,3,Not Recommended,"September 29, 2023",Call of Duty®,Concepts,False
48668,2023 launch game game crashes launch game would you like to launch in safemode no game crashes launch game in safe mode patch files may be corrupted redownload sure game crashes launch game redownload update update requires restart 10 10 would launch again,142.2,416.0,301,Recommended,"December 28, 2023",Call of Duty®,"Cr4ckHorse
1,086 products in account",True
48676,imagine paying out 70 dollars and still being treated as if you re playing a f2p game yep that s the current state of the call of duty series i admit the gunplay is excellent and engaging but after investing over 200 hours each in mwii 2022 and mwiii 2023 the gameplay hasn t justified the time and money spent there are numerous reasons to avoid this mess sbmm exorbitantly priced skin bundles for a game that already costed you 70 dollars or more bloated game size because of paid cosmetics and bugs glitches that haven t been addressed since the games releases both mw2 and mw3 not to mention the neglect of side modes like dmz mwz among other issues i could go on and mention other stuff such as how mwiii was initially intended to be a dlc expansion for mwii before they opted to launch it as a standalone game seemingly to leech off more money from their dumbass consumer base or how mwiii single player campaign being the worst one from the entire series mostly because it was obviously rushed so they could release this slop quickly but everyone already knows this and i don t wanna waste more of my time writting about this garbage tldr invest your money and time in a different game instead of this slop and cashgrab,586.3,253.0,3,Not Recommended,August 12,Call of Duty®,"J33ts
407 products in account",False
48679,2022 crash fest 7 times in one hourdrivers updated 32 ram 3080 graphics medium don t even start,185.4,520.0,25,Not Recommended,"November 2, 2022",Call of Duty®,Aigiaon,True
48681,2023 i hate this game until i m not playing this game then i miss this game,595.0,224.0,52,Recommended,"December 13, 2023",Call of Duty®,"Dark_Infinite
157 products in account",False
48682,where tf r u treyarch,771.5,100.0,17,Recommended,May 21,Call of Duty®,"﹃ eivør ﹄
58 products in account",True
48686,this game gave me acne aids allergies alice in wonderland syndrome aiws alzheimer s disease anal abscesses anal cancer anal itching anal tear anxiety disorders arthritis asthma astigmatism autism autoimmune diseases auto brewert syndrome attention deficit hyperactivity disorder adhd autistic spectrum disorder asd asbestosis bad breath bacterial vaginosis benign prostate hyperplasia bph bipolar disorder body odors bone cancer bone placement disorder bowel cancer bloating brain cancer brain damage brain tumours bronchitis breast cancer candidacies cataracts carpel tunnel syndrome changes in bowel movements celiac disease cervical cancer chest infection chest pain chicken pox chlamydia chronic fatigue syndrome cfs chronic illness cold sores colon cancer coma congenital insensitivity to pain conjunctivitis constipation common cold copd cough crippling depression crohn s disease corona virus cystic fibrosis dehydration dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia dementia diabetes diarrhea depression down syndrome dry mouth earache eating disorders ebola eczema endometriosis epilepsy erectile dysfunction eye cancer eye disorders fatigue fibroids fibromyalgia foreign accent syndrome farting flu food poisoning fungal nail infection gallbladder cancer gallstones genital herpes gonorrhea gum disease graves disease hallucinations hashimoto s thyroiditis hay fever hearing loss hepatitis a b c d and e herpes high cholesterol hiv hodgkin s disease human werewolf syndrome hutchinson gilford progeria syndrome hpv hypertension immediate bowel syndrome indigestion ingrown toenail itching itchy bottom joint abnormalities kidney cancer kidney infection kidney stones leg cramps liver cancer liver disease lung cancer measles mesothelioma mouth cancer nasal and sinus cancer nosebleed obesity osteoporosis old man syndrome pancreatic cancer panic disorder parkinson s disease personality disorder persistent sexual arousal syndrome prostate cancer radiation poisoning reactive arthritis restless legs syndrome walking corpse syndrome shingles shortness of breath skin cancer sore throat sugar cravings sunburn stiff person syndrome stoneman syndrome stomach cancer stroke sexually transmitted diseases std s toenail fungus tuberculosis t posing syndrome urinary track infection vomit disorder whooping cough yellow fever yeast infection,214.9,815.0,552,Recommended,January 24,Call of Duty®,"Tin Of Bread
98 products in account",True
48687,2022 not worth it at all ever since those infamous patents were leaked from cod ww2 this whole franchise is nothing but a joke at this point you re simply not allowed to have fun not a single chance you perform good in one match the game is gonna punish you for the following 4 5 matches skill based match making is the reason this game is suffering in multiple levels if sbmm was really working the way it was supposed to then explain me why 90 of the matches i m playing my team is full of room temperature iq players and the entirerty of the enemies are players that play like on my level why is this happening literally 9 10 matches every single time it s the same scenario since the game got released also if there is a ranked playlist called call of duty league why is sbmm present in public matchmaking on random lobbies at all times isn t the game supposed to find people that have the closest ping like yours so the game can be a smoother experience why is it prioritizing k d and w l ratio for matchmaking instead of ping extra note for sbmm why are my weapons suddently behaving differently from lobby to lobby m4a1 needs 4 bullets deals 28 damage but sometimes i m getting 4 hitmarkers and i need a fifth bullet while in close quarters what is this infinity ward for some reason on this cod you cannot disable crossplay yes you read that right you cannot opt out of playing with console players now why would you do that you ask i don t know maybe because on this cod the aim assist controller players have is absolutely and i can t emphasize it enough way too strong like i can t bother calling it aim assist anymore it s aimbot for real it s aimbot you ll see them having the worst type of movement and the moment you re slightly next to their crosshair you re done they don t even have to ads it works even when hip firing you simply cannot escape it press f to respawn because the way they lock on into you with 100 accuracy there s no way you can win the gunfight sometimes even if you shoot first i get it controller needs something to help players with the fact that they re using just their thumbs to aim but i don t want to be a part of this i don t want to die from someone who can literally play the game with his eyes closed and he ll be able to get kills it s simply way too strong and there are plenty of videos exposing this what i find the most irritating is why could we turn off crossplay on previous cods and now it s not possible isn t the game having the most pc players ever on the franchise because of the steam battle net combo some tl dr for you pros good gunplay good animations weapon family trees for leveling up your weapons many weapon camos attachments to unlock amd s fsr works pretty wellcons sbmm no crossplay opt out choice inconsistent footsteps audio no stopping power as a perk no ninja dead silence as a perk matches feel rigged edit 18 08 2024 so after many extra hours and upon reaching max level the more time i spent playing this the more it reinforced what i and many others have already said before to sum it up i ll explain what happened in a random weekday night that is basically the experience i ve had with this game this one year and a half me and one of my friends are playing prisoner rescue for a two hour session in the night first hour goes fine we re both making good scores and we have a 7 game win streak we re seeing some new players and some old matches play fine with no problem nothing out of the ordinary happening now the second hour we re playing we re starting to both see a lot of irregularities with the game we re getting teammates that are acting like they re playing a shooter game for the first time in their lives while the enemy team is either a 4 stack a 5 stack or a full party of 6 going against me and my friend it s a 2vs6 situation and the moment both me and my teammate go down we know the round is over our weapons suddently have more recoil than usual hit registration is abusmal but only for me and my friend enemy weapons get such a fast ttk it feels like a single frame death meanwhile our weapons suddenly need more bullets than normal to finish someone i was using g3a3 and my friend was using scar h and both our guns took 3 hitmarkers and requiered a 4th shot from a battle rifle at medium range while both of us are using the extended barrels for more range also packet loss white color and packet burst orange color was appearing every few seconds for both of us but only for the 2nd half of our gaming session and of course let s not forget the enemies we re fighting have below 10 ping meanwhile my friend is at 40 and i m at 60 the game s algorithm is literally nerfing you in real time sacrificing your experience in order to make the opponent s better it s trying really hard to keep you as close to 1 k d and 1 w l as possible with whatever means it has available activision is known to take the fun out of their games the moment you show them you re above average and can actually play good people who defend this and act as if me or my friend are the problem they re the same people getting gaslighted by the same algorithm they protect because they re so garbage they end up playing on protected brackets of matchmaking in order to spend more money for skins if you still think this franchise has a chance for redemption you are another fool of consumerism and you deserve every ultra low quality products you re getting from these companies,935.7,520.0,20,Not Recommended,"December 24, 2022",Call of Duty®,"DRMZZY
148 products in account",False
48688,2022 what did i think of the beta overall i enjoyed black ops 6 but i have some reservations about the proposed call of duty hq app while i understand the concept i feel that the design could be improved i believe there are more efficient ways to run bo6 such as directly from steam,235.0,278.0,19,Not Recommended,"November 23, 2022",Call of Duty®,"Monz
373 products in account",False
48690,2023 this game is trash keeps playing,462.8,453.0,197,Recommended,"December 18, 2023",Call of Duty®,"Xolais
297 products in account",True
48691,2022 best crash simulator of all time,125.7,320.0,214,Recommended,"November 3, 2022",Call of Duty®,"Bonsai
109 products in account",True
48692,2023 restart simulator,203.9,251.0,57,Recommended,"November 10, 2023",Call of Duty®,"Nidolai
1,128 products in account",True
48694,product received for free are you wasting my money again son,129.0,380.0,160,Recommended,July 3,Call of Duty®,𝓐𝓵𝓲,True
48699,2022 call of cringe modern crashes ii,136.1,866.0,380,Recommended,"October 29, 2022",Call of Duty®,vp,False
48701,2022 to start off apparently i am one of the lucky ones who have only had the occasional crash but after a weekend of extensive play and early access to the campaign i feel like i can write about this game now if you like mw2019 or onwards you ll probably like this game but if you are a fan of the golden age of cod its time to stop buying these new cod games it will never be like how it used to be no matter how they market their games take off the nostalgia goggles and skip this one they are pandering to us the old guard of cod haha and will continue to push this disgusting micro transaction live service model of modern gaming you probably don t need me to tell you it ain t like it used to be campaign was fine some interesting gameplay moments and story beats but nothing too crazy multiplayer has some great modes and gunplay is pretty fun but ttk is fast possibly fastest we have seen graphics are great feels like it runs better than previous new cods regardless its more of the same safe new cod that you probably either already love or hate if i could give this a score out of 10 i would probably say 7 10 but it would score higher if there weren t so many terrible bugs plaguing my fellow gamers but loses points for predatory marketing practices why did this game cost 10 bucks more than previous cods on the chance that you are new to cod and have not purchased one before don t start here and avoid giving this company your money probably gonna keep playing but that s only really because of halo infinite and battlefield 2042 flopping hard yay modern aaa gaming,177.7,775.0,28,Not Recommended,"November 1, 2022",Call of Duty®,"GoldenJalapeno
414 products in account",False
48704,2023 at the launch of call of duty modern warfare 3 i had little to zero intentions of buying the title for a price tag as oblivious as 70 00 usd especially as someone who typically purchases call of duty titles for a specific game mode in this case i would have only bought it at first glance for the zombies mode i decided to purchase the title once the game had gone on sale for 48 00 the campaign for this year s release was overall subpar in my opinion the previous campaigns for the call of duty franchise had more elements of cinematic game play that truly made moments in the story more vibrant and intriguing to indulge into in addition to the lack of meaningful storytelling i would also have to agree when others and i myself say that the campaign was far too short contributing to the feeling of being shortchanged for the value of the game with a retail price of 70 00 bits and pieces of nostalgia arose when i played the multiplayer modes of the title the mechanics are spectacular as you feel a sensation of freedom being able to maneuver without the restrictions that were present in the previous title call of duty modern warfare ii i do not concur with the reviews for down voting the game due to the presence of skilled based matchmaking sbmm a lot of complaints i hear about video games having sbmm i just want to relax and casually win games against people that aren t sweats it s harder for me to get clips whether it is a content creator small time big time or someone that just wants to show off games like call of duty are supposed to be competitive in my opinion especially being an first person shooter fps title in my point of view if you are being placed against people that are just as good as you or even better that should be a motivating factor for you to improve be better it simply seems as if everyone nowadays just want handouts for subpar performance quality my first impressions were thrilling everything was new different levels of zones was in a way intimidating for a solid 10 15 matches it was great to catch on to little things i did not know about the game mode until i learned bits and pieces of information from someone else or through exploring being able to level up your weapons in not only multiplayer but also the zombies mode is a great selling point for me as i never have to worry about the feeling of missing out fomo and can simultaneously progress several portions of the game in one however it is important to note that at the current time of writing you can only progress your weapon s 10 levels in one match before you are capped i would definitely recommend this game mode to hardcore zombies fans of the franchise as yes i understand that it does not follow the traditional style of the franchises zombies but it is something new and a good new a refreshing experience for those who are looking for something different in zombies or burnt out on the previous franchises zombies i felt that it was a must that include this header for the topic of the game s mechanics and how they work as a lot of the functionality may affect if a certain demographic of players would find this to be a deterrent from their purchase as of writing in modern warfare 3 2023 there are a few changes in addition to how the overall aim and aiming down sights work a lot of the information i will be referencing is contributed by my firsthand experience as well as the points made from this video youtube video warzone why does aiming feel so bad in wz 3 mw3 16 fps games compared views 396 856 link to download our new tgd mobile app thank you all for the support and for whatever reason the game is moving towards a more realistic mil sim like game play which call of duty has never been known for the weapons reticles will never be centered when you aim down sights and will fly everywhere when you strafe jump prone and move your input mouse or right thumb stick i personally would not have much of a problem with this if it was not for the fact that controller players are not affected by this as much as mouse and keyboard players this is the unbalanced aim assist that people reference when they exclaim how excruciatingly unfair it is to play against controller players because i as a mouse and keyboard player myself must skillfully compensate for the little variables and factors to make my aim perfect when on the other hand a controller player has computer generated assistance to not have the same problems as a mouse and keyboard player does the point i am trying to convey here is that it really seems like as the call of duty franchise progresses there is a oblivious message being portrayed that message being more favoritism over controller players vs mouse and keyboard players on top of the fact that the title was retail priced at 70 00 consumers may opt to purchase the vault edition that came with the game for a total of 100 00 i am truly failing to see how anyone producing this title believed that this would be satisfactory to any and all consumers of the franchise it is clear that activision no longer wishes to hide from the criticisms of many consumers for being a poorly managed company built upon greed added bonus also being a company that has a history with tolerating sexual harassment sexual assault and inappropriate behavior in a workplace environment controller players once again have a oblivious advantage over mouse and keyboard players and i may be biased because i am a mouse and keyboard player myself but if you really stop to think about the amount of accommodations given to controller players it does not add up to the overall equal playing field between the two inputs i would not recommend this game simply because of the retail price of 70 00 because it does not meet the quality that deserves the preset amount the campaign is subpar everything within the game looks to be easily copied and pasted over and the greed displayed through heavy focus of micro transactions instead of focusing on the quality and originality of the game for a retail price of 30 00 this would have been a reasonable purchase,63.8,243.0,8,Not Recommended,"December 18, 2023",Call of Duty®,"시로이야카시
219 products in account",False
48706,shadowban simulator,214.5,82.0,15,Not Recommended,April 12,Call of Duty®,"FizzZeez
102 products in account",True
