Unnamed: 0,review,hours_played,helpful,funny,recommendation,date,game_name,username
13558,2023 as soon as ca decided that threatening the end of support of the game if we don t adhere to new pricing was the best plan of attack after the backlash of the monsterous dlc pricing hike the company has shown its true colors and the fanbase won t have any more of it go back to the rome 2 launch you will see the same clown writing the same post back then too rob bartholomew should be fired but he won t be this is what happens when you have leverage in a company and can say and do whatever you want well the community has shown you we don t like your words of despair too bad the damage is done perhaps games workshop will go else where its a shame especially when i have thousands of hours on this trilogy do not buy this title a s i n i n e,423.3,276.0,4,Not Recommended,"August 20, 2023",Total War: WARHAMMER III,"|Pipe Dreams
878 products in account"
13560,2022 do you have enough money to buy all the dlc then it s worth it do you not have enough money to buy all the dlc then it s not worth it,655.0,910.0,117,Recommended,"September 18, 2022",Total War: WARHAMMER III,"kd
57 products in account"
13562,had to uninstall because i couldn t stop playing during exam season,677.9,239.0,106,Recommended,May 22,Total War: WARHAMMER III,lachlan-williams
13563,2023 solid dev art teams are being let down by marketing growth teams,572.8,418.0,5,Not Recommended,"December 14, 2023",Total War: WARHAMMER III,Harry Potter
13566,2023 good news to those who are new and only bought total war warhammer iii you can now try out the immortal empire go watch the epic new immortal empires launch trailer on total war youtube channel great move ca,678.6,643.0,13,Recommended,"February 16, 2023",Total War: WARHAMMER III,"Lonear_Lone94
321 products in account"
13571,2022 co op campaigns are so much better with simultaneous turns 10 10,745.1,169.0,4,Recommended,"November 7, 2022",Total War: WARHAMMER III,Joheem
13573,2022 this game was published months to early as of now the problem is this is not a finished game and it was planned exactly like that that would have been okay as you get a little content to allow you to play until the actual campaign comes what makes it problematic is that the content we actually get is utterly dull repetitive and already needed a big fix patch for many problems in fact the problems are so big ca postponed the content this game so desperately needs to create solutions on the foundation a good step of course but too late now that the game is published for full price no less people want to play and despite you get more factions than ever to start with you barely have anything to do with them ca should have postponed the game as a whole to care for all the problems this game has that way our expections would still be when will the game be published instead of when will we get the needed content it s a problem with expectations too high the grand finale and game pushed out too carelessly it s not a bad game if we get the content it is planned to be published with no it would be a damn awesome game that s what this shows but it is a demonstration version for a full price for what s yet to come this is not a full game don t treat it as such add the game got better due to some patches it s still not a great game it does what a total war game does other total war games are better this is still not the game it could be and that the developer thinks it is see the abnormal prices for dlcs add fans are angry about the pricing policy 25 for a simple lord pack with three lords and nof much else in shadows of change for example and how does creative asdembly react they announced they will delete discussions about prices and possibly ban people from their communities fine as a reviewer though i feel i gotta tell you about that talking about prices should be allowed for customers bad move wouldn t recommend to buy a game with such pricing and community policy,804.6,967.0,4,Not Recommended,"April 6, 2022",Total War: WARHAMMER III,"Mallow, The Bunny 💗"
13574,2022 it s a great game but no reason to rush into buying it just yet let s start with the negatives the major problem is that performance is not good even in high end systems it s going to take a few patches for ca to optimize it the ai is also acting weird and could use a bit of tweaking the campaign is fun the first time you play but it feels too much like a time attack at times i just wish there was more time to explore and expand in between the chaos gates opening the way it s structured means that you actually have an advantage if you don t expand too much and keep your faction leader near a major settlement in order to rush into chaos gates get demon souls rest at settlement to remove negative traits and rinse repeat the final battle whilst very challenging the first time you play it get s much easier after you realize what are the optimal unit types to bring and what strategy to follow there s a few glitches but nothing too gamebreaking in my experience most annoying thing i ve encountered was camera acting weird in battle maps with steep declining cliffs on to the positives graphically and visually stunning truly a work of art both in environments and units the battle maps have been improved sieges maps especially diplomacy and alliances are greatly improved trading settlements is back you can borrow allied armies and easily see what they re up to and you can even recruit allied units i really really hope they transfer these changes to the next historical total wars outstanding the factions are all great and they have interesting and unique gameplay mechanics both in campaign and battles everything feels distinct they finally did away with the web paged encyclopedia and it s back into being locally stored i haven t tried the multiplayer campaigns just yet but they finally increased player count it was about time for this change and can t wait to start some campaigns with friends when mortal empires map launches the game will really shine bright when the mortal empires map launches that unites all three total warhammer games into one beast of a game if you re on the fence maybe just wait until then game will be a masterpiece by then,201.0,350.0,11,Recommended,"February 20, 2022",Total War: WARHAMMER III,Blitz™
13576,2022 let s be honest you didn t buy this game to play crappy realms of chaos campaign instead you bought it to play the complete version of trilogy as immortal empires its going to be finally here on 23rd august and i can finally move from warhammer ii where i have almost 2000 hours to warhammer iii this is gonna be epic which will keep me occupied for another 4 years like the previous game in the series did the only negative i can think about it at this point is if you are coming new to the game you need to buy tww1 and tww2 and all of their dlc s to get the full experience in immortal empires and altogether you are looking at over 200,904.1,597.0,24,Recommended,"August 20, 2022",Total War: WARHAMMER III,Crockets
13577,2022 did you ever notice that when you look at a game on the steam store those strategy rpg action etc tags on the side are actually user defined did you know that clicking on the little plus allows you to add tags that you feel fit the game and the ones that are popular will be added to the list did you know one of those tags is early access given the state of the game on launch combined with the recent road map for even an attempt at fixing the state of the game i think it s only fair to call this an early access game and have added the tag myself what do you think,282.8,416.0,37,Not Recommended,"April 30, 2022",Total War: WARHAMMER III,"a green reverse card from UNO
315 products in account"
13578,2023 much love to the artists programmers game testers engineers level designers writers and animators of the game no love to marketers and the people at the top taking a fantastic series and using every scummy tactic to squeeze as much money as possible for their own mistakes without any accountability,315.0,227.0,1,Not Recommended,"November 24, 2023",Total War: WARHAMMER III,"Zeroic (Reiic)
580 products in account"
13579,2022 something about this ai is just frustrating i m never excited for the next turn because i know it s going to be something absurd i have thousands of hours in this trilogy but i can t stomach more than 40 turns of a campaign in this game before thinking i don t care enough to deal with this it hardly ever feels like you re actually strategizing just playing wack a mole with factions that would gladly sacrifice their existence for the chance to march 24 turns through their enemies past my allies to blow up one settlement and then get deleted for it before you know it you own a quarter of the map by just reacting to suicidal ai you don t even need to declare war they will constantly seek you out at this point i d rather just skip the campaign map all together and just have battles strung together in a narrative campaign battles are good praise sigmar,384.4,272.0,10,Not Recommended,"December 1, 2022",Total War: WARHAMMER III,RewgHero
13580,2023 no amount of beating around the bush is going to get around the fact that this game had a rough launch but it s been a year since then and the devs have not stopped working on improving the game since then and won t for the foreseeable future as was the case with other total war games warhammer 3 will remain in development for years to come as the devs update older content and add new content to the game in the form of free downloadable content and paid dlc both so if you re looking for a definitive experience you won t find it here with that said at this point this game has improved so much since its launch that i can confidently say i d rather load up a new wh3 campaign than go back to playing wh2 even though i m a wh2 veteran of 2500 hours the maps of wh3 are better the features are better and the gameplay is still best in class and as such i will gladly recommend total war warhammer 3 as the first game to buy from this franchise and as a psa the franchise frequently goes on sale i would highly recommend keeping an eye out for sales both on and off of steam as you can often save quite a bit of money currently most items are 50 off on steam as of this review,901.3,155.0,6,Recommended,"March 23, 2023",Total War: WARHAMMER III,Fen
13581,look at my hours clearly i am a fan of this game i am leaving a negative review because of the clear decline of creative assembly s business practices and how it manifests in this title idea is great the tw system is great warhammer is a perfect match for it unfortunatly we are witnessing the late stages of a great game developer the creative teams is split in an ineffective way and the executive team have clearly spent more hours studying for their mbas than actually reading the market and monitoring their community product they are juicing this thing until its dead the game is bugged bad with no clear plan for meaningful overhaul the dlcs are getting more expensive with less content also buggy as heck lol and the qa team would rather silence and insult the community than fix the product there are other great games out there get off this store page,508.3,185.0,2,Not Recommended,January 8,Total War: WARHAMMER III,FrancisUnderwood
13585,2023 i had internet problem for days and i couldnt play this game cuz of no internet lol in the past you could play tw without internet but they changed it ca scumbags,356.9,570.0,8,Not Recommended,"September 15, 2023",Total War: WARHAMMER III,"Duskhaze
96 products in account"
13587,total war community seperate multiplayer and singleplayer balance we cant continue this path of nerfing everything in a singleplayer game because the small multiplayer community has broken units the units are designed with cost and buildings and campaign achievements so obviously they dont translate to mp aswell but screwing over you main playerbase for this is silly not to mention nerfing stuff arbitrary so you have literally less options as a player is stupid now everyone is just gonna use the same op stuff as behaviour 1 that was nerfed lmao,286.8,203.0,4,Not Recommended,June 25,Total War: WARHAMMER III,Killer AL keemstar
13588,2022 let s be real for a second this game without any dlc or predecessors is not even half a total war game and the price you are asked to pay for the full experience is only stomachable if you bought the other stuff you want in it over the last years the balancing is all over the place since ca ramped up the magic from i to ii to iii considerably and throws in elite units like it s going out of style once you ve met a half dead chaos army that still kicks ass because every single unit is a super elite unit you ll know what i mean the difficulty setting essentially just beefs up the ai units to ridiculous levels and reduces their upkeep so a faction a tenth your size may field as many armies as you have legendary lords may have the most special of special effects or a minor economy buff so if you meet one in battle be prepared for nasty surprises even just on hard difficulty i ve seen the ai attacking me getting killed to the last zombie sylvania and both attacking armies were back to full strength with the lords i just put in the ground there may be some around endgame scenarios follow the old ca route just throw a ton of elite fullstacks at the player because that s fun idk if it were an actual horde attack but the spawning of for example 15 stacks of elite wood elves who just go on the rampage until you burn their stupid forest is plainly creativly bankrupt the design of minor villages is moronic in the extreme and mostly doesn t benefit the defender nearly as much as it should in the case of dwarfs humans and elfs who may have things like firing lanes and defensive positions in mind there are for example often courts which might concentrate the enemy by blocking off the exits but you can t put any ranged units in good firing positions around it sieges are still as stupid as they were in twwhi everybody has a ladder up his arse and walls are little more than death traps for your troops knocking down reenforced gates with clubs and fists takes about as much time as it takes a unit to leave the wall i m not saying i m not having some fun in this game but it could be much better especially since it s the third and final entry in the series so if you liked the other two twwhs and have all the dlc races you might want to play go ahead and buy it but if you are new to the whole twwh go get something else this game will annoy the hell outta you,351.8,220.0,3,Not Recommended,"December 9, 2022",Total War: WARHAMMER III,Froger
13589,2022 i dunno what to say i continuously start new campaigns play 20 turns or so and then start anew in 71 hours i ve gone through 1 3 of the factions but i m not bored also i m drunk,182.8,230.0,151,Recommended,"September 10, 2022",Total War: WARHAMMER III,Undercover Chameleon
13590,total war community,467.5,454.0,12,Recommended,June 24,Total War: WARHAMMER III,"lavaisreallyhot
790 products in account"
13591,2023 still has bugs in it from launch 18 months later still has crashes destroying save files and killing campaigns jacked up dlc prices updates take far too long and the roadmap is insultingly slow performance and stability are still issues and change on a patch by patch basis devs go radio silent when they mess anything up some races badly need reworks and some reworked races need reworking again devs removed cheese from wh2 and made the game worse as a result ai is laughably bad even with supposed improvements sieges are the worst in the series keep using the money generated from this game to fund other games instead of reinvesting it in the game pr department tries to put out the dumpster fire they ve caused with more petrol every time they make a statement rob bartholomew ca upper management threatened to end support for the game if dlc didn t sell enough in a really idiotic tweet banning people from steam forums indiscriminately games workshop sold out 40 years of fandom for unwanted and unpopular progressive dei nonsense demanded by people who have never and will never buy or care about their products i have reinstalled and started playing again since the thrones of decay dlc but i won t change my review until there s a sustained and continuous effort to pull this game out of the hole they dug it in i know they re capable of it because of the recovery from the rocky launch of wh2 but i m not letting off the pressure because i know how ca operates the second no one s looking at them too closely is the second they pull some sort of shadows of change bs,578.8,665.0,13,Not Recommended,"July 18, 2023",Total War: WARHAMMER III,Reyeme
13592,2022 before immortal empires i wouldn t have recommended warhammer iii as it was the realm of chaos campaign felt only like a showcase or a distraction of the new things for warhammer iii while they were making immortal empires the settlement siege battles quickly became tiring to play the ai often bumbled around both tactically and strategically the portals to the realm of chaos itself were frustrating to deal with same for actually visiting these locations and the overall performance of the game quite often caused the game to slow down to an unacceptable pace mostly around kislev at that time i only put roughly 6 5 hours into the game after finishing the kislev campaign and decided to wait and now with immortal empires while some systems remain in place this feels like how warhammer iii should ve released granted it s still fairly buggy with a few issues popping up during my playthrough i ve come back to finally start enjoying the mosh pit of races and factions on one giant map and playing the game the way i want to as it should be like with everyone else although the settlement siege battles are still rather obnoxious to deal with the ai still fumbles about on the occasion and the performance still slightly worrying at times it s been a much better experience than it has been compared to warhammer ii s mortal empires there are some genuinely great changes that have been made here specifically the diplomacy which is far more interesting and intriguing and allowing for allies to truly shine better than being a downright disappointing doorstop for whatever comes knocking on the other side even being able to simply threaten a trespassing faction or add some intimidation to a deal you re trying to make adds more level of interest than ever before in my opinion of course furthering this comparison is the addition of the end game dilemma s or calamities that may spring up although fairly simple in concept and idea it s a better addition than warhammer ii s chaos invasion mechanic in which chaos armies on northern and southern sides of the map spawn in numerous numbers to challenge the world although the player bias would disagree with that now it s a system that involves a singular faction spawning numerous amounts of armies in a lore friendly location to perform their faction goal and with a slightly less player bias it suits the theme of total war much better than a single faction invading the way they did and it also draws end game out better and add more variety to it since dealing with only chaos felt like a chore more than anything overall i highly recommend the immortal empires side of warhammer iii as i believe it s a better representation of what the game should be a sandbox empire management game and while i still do not recommend the realm of chaos campaign it s okay to have as a side dish to the main course,98.1,125.0,1,Recommended,"August 25, 2022",Total War: WARHAMMER III,"Arcyteer
898 products in account"
13593,one of the best single player strategy games insane amount of content and replayability with all dlcs and immortal empires map,797.0,180.0,16,Recommended,April 11,Total War: WARHAMMER III,Crazylazy
13595,now that i ve 100 the game and can only derive enjoyment from legendary campaign difficulty very hard battle difficulty anymore i think i can finally leave a well rounded review this is definitely one of those games that i wish steam had a neutral review option for to give you an idea of where my thoughts are coming from i have over a thousand hours across the total war series and started over a decade ago in middle school with medieval ii this is easily the most diverse of the franchise by far with the variety of races and the rosters for each one and it has an incredibly good modding scene the battles are as cinematic as it gets and the game is beautiful on max settings this entry in the franchise also has the most robust multiplayer campaign with the player slots going up to 10 medieval iii multiplayer campaigns please the variety of lords heroes schools of magic and tech trees for all the races allows for a variety of playstyles as well however it s really more of an illusion of choice because when it comes down to it each legendary lord has their bread and butter to the point that with all the stat buffs you get between perks and research you ll steamroll armies that are composed of units that are supposed to counter you agents heroes will 99 of the time be incorporated in your armies and be objectively better as a battlefield unit than for their campaign map purposes i ve beaten multiple legendary campaigns without utilizing an agent on the campaign map even once which i feel shows their lack of impact if they re just a side option instead of being absolutely essential for well rounded play sieges and settlement battles honestly feel like a downgrade from previous titles medieval ii did it perfectly with multi layered citadels dedicated military settlements being entirely different than cities etc in this game there s multiple scenarios where you attack with a lord that just gets a free destroy castle wall button right at the beginning of the battle you should have an inherent strong advantage as a defender in a siege situation and this game just doesn t facilitate that at all the largest issue this games suffers from which plagues essentially every game of the 4x rts genre by the way i just need to point it out here is difficulty scaling the ai is dumb want to make the game harder give them every cheat known to man stats wise the only thing ai really know how to do is attack move their entire army at you even on legendary they will regularly send full stacks to their death by initiating battles against you they don t even have any chance of winning and i don t just mean in battle by the way i mean the autoresolve will be an 80 20 split in your favor and the ai still attack for some reason the game is fun i ll continue to experiment with mods and play with friends when they ask but when it comes down to it once you crack the formula there s really no situation where you haven t really won the campaign by turn 50 60 and would just continue it for the sake of reaching the tedious win conditions of a long victory which vary wildly wood elves and norsca were beyond annoying to complete whereas chaos dwarves i beat a legendary campaign as zhatan the black in 2 hours the core gameplay loop sees you essentially solve the first 10 turn puzzle for each legendary lords start and once you re able to do that consistently that illusion of depth for the game shatters and you re left with a quick 30 minutes of conquering and then an end turn simulator as you sweep through the map i do recommend this game the warhammer lore is one of my favorite universes and is done extreme justice here the game is definitely enjoyable up until the point that you ve mastered it and you ll get your money s worth for that time however after that even with such a diverse cast it s just boring due to the lack of actual challenge hitting start campaign feels meaningless in my opinion if you know there s no chance of actually losing,424.2,99.0,0,Recommended,February 4,Total War: WARHAMMER III,"Jason
860 products in account"
13596,2022 need to rewrite this review a lot in it is factually incorrect long story short a cautious recommendation but a recommendation nonetheless for now edit creative assembly has clarified that the drm was not the origin of the performance loss and there seems to have been a performance update bundled in with the champions of chaos update it s a good start and i may be switching my thumbs down to a thumbs up after investigating the performance increase some more the game is very good and i would wholeheartedly recommend if it weren t for the controversy surrounding the game s current performance according to certain media outlets www pcinvasion com the review build ran significantly better than the current build and in the case of the specific reviewer linked above lost over 50 fps on low settings on the current build of the game and on a monstrous machine at that the community is speculating that it was a large patch uploaded moments before the game went live that tanked the performance of the game possibly through the inclusion of denuvo anti temper aka anti piracy software regardless of the origins of this huge performance loss many reviewers and insiders advertised the game as running with similar performance as the previous instalment of the series currently if your pc was somewhat struggling to run total war warhammer ii you may potentially find yourself almost incapable of running the game at even below decent framerates beefier machines do not seem to be spared the performance loss although some may be able to bruteforce their way towards a better framerate if performance is a big deal to you or you possess a somewhat weaker machine i d advise you to wait until this issue is resolved unfortunately if the performance loss is indeed a result of denuvo current players of this game may find themselves in a similar situation as purchasers of doom eternal did not so long ago in doom s case was only removed after significant backlash www eurogamer net from the community yes the tech savvy among you will no doubt mention that the denuvo software packaged with doom eternal was theoretically far more intrusive worse than the denuvo software bundled with total war warhammer iii and although you might probably be right the core argument still stands that ca or sega may not feel pressured to address this issue unless there is significant public backlash similar to doom eternal to the best of my knowledge there has not yet been any communication from ca over this issue and the substantial performance loss in comparison to the review build but perhaps it is simply too early to tell if you are mindful of performance or possess a weaker machine i d advise you not to purchase the game at the present moment if you already own the game and happen to read this review i urge you to write a similar review with a big thumbs down as long as performance isn t restored to review build levels considering the amount of people that based their performance expectations on pre release videos this is borderline false advertisement if you are lazy but still wish to signal your disagreement feel free to copy and paste this review if you so desire i eagerly await the moment i can change this review to a thumbs up and promise to do so once ca takes action and resolves this issue,231.5,806.0,6,Not Recommended,"February 18, 2022",Total War: WARHAMMER III,"Diablowe
355 products in account"
13598,so far so good but i purchased the game heavily discounted i really like the main game so far but ca charge way too much for all the dlc sadly i will never play any of it because even with 50 discount the dlc prices are way too high for what they do,132.4,103.0,1,Recommended,July 4,Total War: WARHAMMER III,Exerion
